Date,Open,High,Low,Close,Adj Close,Volume
2018-07-04,46700,47050,46050,46250,42226.12109,8776763
2018-07-05,46100,46550,45600,45950,41952.21484,7039773
2018-07-06,45500,45850,44650,44900,40993.57422,17843706
2018-07-09,45500,46100,45200,45600,41632.67188,11602464
2018-07-10,46200,46550,46100,46300,42271.76953,10528665
2018-07-11,46400,46450,45400,46000,41997.86719,11224077
2018-07-12,45900,46250,45450,45500,41541.36719,11828104
2018-07-13,45800,46500,45750,46500,42454.36719,11543389
2018-07-16,46800,46800,46000,46050,42043.51953,7678719
2018-07-17,46150,46200,45600,45850,41860.92188,8892953
2018-07-18,46700,47200,46450,46550,42500.01953,10952645
2018-07-19,47050,47200,46600,46900,42819.57422,9880128
2018-07-20,47000,47600,46700,47450,43321.71484,10474547
2018-07-23,47100,47200,46150,46500,42454.36719,10823782
2018-07-24,46350,46600,45950,46150,42134.82031,8261363
2018-07-25,46250,46550,45900,46150,42134.82031,7222471
2018-07-26,46100,47000,46000,46900,42819.57422,7374946
2018-07-27,46450,47000,46450,46900,42819.57422,4762460
2018-07-30,46550,46800,46350,46500,42454.36719,5723035
2018-07-31,46200,46450,46000,46250,42226.12109,8033607
2018-08-01,46050,46850,46050,46550,42500.01953,7484499
2018-08-02,46550,46800,45500,45550,41587.03125,8560924
2018-08-03,45850,45900,45450,45750,41769.625,8274944
2018-08-06,46150,46150,45750,45800,41815.26953,6771979
2018-08-07,46300,46750,45900,46700,42636.96875,9058174
2018-08-08,47000,47000,46550,46800,42728.26953,6429338
2018-08-09,47000,47050,46450,46900,42819.57422,12010886
2018-08-10,46150,46400,44850,45400,41450.07422,16670643
2018-08-13,44950,45100,44650,45050,41130.51953,9803831
2018-08-14,44850,45400,44850,45150,41221.82813,6409259
2018-08-16,43800,44650,43700,44250,40400.12109,10088229
2018-08-17,44050,44400,44050,44100,40263.17969,6808747
2018-08-20,43500,44200,43500,43850,40034.92969,7289124
2018-08-21,43700,44900,43700,44800,40902.27734,9520270
2018-08-22,45150,46200,44900,46100,42089.17578,11641656
2018-08-23,46150,46200,45700,46200,42180.47656,6730918
2018-08-24,45900,46400,45550,46150,42134.82031,6582535
2018-08-27,46100,46550,46000,46300,42271.76953,5263782
2018-08-28,46800,46950,46300,46550,42500.01953,7365976
2018-08-29,46750,46800,46400,46800,42728.26953,5572374
2018-08-30,46950,47950,46700,47650,43504.3125,12193231
2018-08-31,47100,48450,47000,48450,44234.71094,13577454
2018-09-03,48200,48300,47300,47450,43321.71484,8595084
2018-09-04,47550,47800,47200,47650,43504.3125,6791255
2018-09-05,47300,47450,46400,46600,42545.67188,9139998
2018-09-06,46200,46400,45800,46100,42089.17578,9040553
2018-09-07,44500,45200,44400,44900,40993.57422,18285508
2018-09-10,45450,45550,45000,45500,41541.36719,9979838
2018-09-11,45550,45900,45050,45050,41130.51953,9865790
2018-09-12,44900,45100,44500,44550,40674.03125,12995269
2018-09-13,44550,44750,44000,44050,40217.52344,18277942
2018-09-14,45000,45850,44900,45850,41860.92188,12446344
2018-09-17,45550,45800,44900,45150,41221.82813,8123384
2018-09-18,44950,45900,44700,45500,41541.36719,9987090
2018-09-19,46000,46200,45700,46150,42134.82031,9367454
2018-09-20,46850,47600,46400,47250,43139.11719,13536966
2018-09-21,46550,47550,46550,47400,43276.06641,14476906
2018-09-27,46950,47500,46450,47500,43693.68359,15804586
2018-09-28,47250,47250,46300,46450,42727.82422,11270515
2018-10-01,46450,46800,45800,46350,42635.83594,6354983
2018-10-02,46450,46700,45700,45700,42037.92578,6607188
2018-10-04,45150,45600,44700,44700,41118.05859,11865327
2018-10-05,44800,45500,44550,44700,41118.05859,10544165
2018-10-08,44200,45200,44200,44950,41348.02344,6759464
2018-10-10,45250,45500,44500,45300,41669.98047,10341349
2018-10-11,44000,44650,43100,43100,39646.27344,19324537
2018-10-12,43200,44650,43200,44000,40474.15234,12640906
2018-10-15,44050,44050,43350,43800,40290.17969,7434522
2018-10-16,43700,44150,43350,43600,40106.20313,6825677
2018-10-17,44150,44500,44000,44150,40612.13281,8306193
2018-10-18,43950,44450,43700,44050,40520.14453,8347725
2018-10-19,43900,44150,43450,43900,40382.16406,7842520
2018-10-22,43450,43950,43200,43550,40060.20703,8357648
2018-10-23,43300,43450,42550,43050,39600.27734,9531231
2018-10-24,43050,43100,42250,42550,39140.34375,13522825
2018-10-25,40600,41550,40550,41000,37714.55078,19338170
2018-10-26,41100,41300,40400,41000,37714.55078,14413864
2018-10-29,40850,41950,40550,41400,38082.49609,14460521
2018-10-30,41400,43000,41000,42350,38956.37109,14205190
2018-10-31,42900,43350,41700,42400,39002.35938,17621480
2018-11-01,42450,42950,42150,42150,38772.39844,13423132
2018-11-02,43050,44250,42800,44150,40612.13281,16517112
2018-11-05,43750,43800,42900,43800,40290.17969,9426777
2018-11-06,43750,43800,42950,43750,40244.1875,7713625
2018-11-07,43600,44500,43400,44000,40474.15234,11553998
2018-11-08,44900,45050,44050,44050,40520.14453,12617397
2018-11-09,44450,44850,43900,44300,40750.10547,7318500
2018-11-12,43850,45250,43700,45200,41577.99219,8552566
2018-11-13,43900,44500,43400,44500,40934.08984,9311126
2018-11-14,44500,44500,43800,44100,40566.14063,6783344
2018-11-15,44500,44500,43800,44100,40566.14063,6783344
2018-11-16,44600,44750,43700,44000,40474.15234,7777124
2018-11-19,44050,44250,43450,43650,40152.19922,7538720
